date,product_id,units_sold,base_price,release_date,lifecycle,category,current_price
2024-03-28,BoseQC45,0,329,2024-04-01,Maturity,Audio,329
2024-03-29,BoseQC45,0,329,2024-04-01,Maturity,Audio,329
2024-03-30,BoseQC45,0,329,2024-04-01,Maturity,Audio,345.45
2024-03-31,BoseQC45,0,329,2024-04-01,Maturity,Audio,329
2024-04-01,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-04-02,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-04-03,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-04-04,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-05,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-04-06,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-04-07,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-04-08,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-09,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-10,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-04-11,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-04-12,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-04-13,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-04-14,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-04-15,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-16,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-17,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-18,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-19,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-04-20,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-04-21,BoseQC45,21,329,2024-04-01,Maturity,Audio,345.45
2024-04-22,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-04-23,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-04-24,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-04-25,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-04-26,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-04-27,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-04-28,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-04-29,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-04-30,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-05-01,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-05-02,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-05-03,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-05-04,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-05-05,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-05-06,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-05-07,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-05-08,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-05-09,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-05-10,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-05-11,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-05-12,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-05-13,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-05-14,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-05-15,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-05-16,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-05-17,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-05-18,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-05-19,BoseQC45,21,329,2024-04-01,Maturity,Audio,312.55
2024-05-20,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2024-05-21,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-05-22,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-05-23,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-05-24,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-05-25,BoseQC45,21,329,2024-04-01,Maturity,Audio,345.45
2024-05-26,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-05-27,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-05-28,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-05-29,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-05-30,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-05-31,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-06-01,BoseQC45,21,329,2024-04-01,Maturity,Audio,345.45
2024-06-02,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-06-03,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-06-04,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-06-05,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-06-06,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-06-07,BoseQC45,21,329,2024-04-01,Maturity,Audio,312.55
2024-06-08,BoseQC45,21,329,2024-04-01,Maturity,Audio,312.55
2024-06-09,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-06-10,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-06-11,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-06-12,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-06-13,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-06-14,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-06-15,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-06-16,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-06-17,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-06-18,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-06-19,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-06-20,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-06-21,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-06-22,BoseQC45,22,329,2024-04-01,Maturity,Audio,312.55
2024-06-23,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-06-24,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-06-25,BoseQC45,20,329,2024-04-01,Maturity,Audio,345.45
2024-06-26,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-06-27,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-06-28,BoseQC45,21,329,2024-04-01,Maturity,Audio,345.45
2024-06-29,BoseQC45,23,329,2024-04-01,Maturity,Audio,312.55
2024-06-30,BoseQC45,22,329,2024-04-01,Maturity,Audio,329
2024-07-01,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-07-02,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-07-03,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-07-04,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-07-05,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-07-06,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-07-07,BoseQC45,21,329,2024-04-01,Maturity,Audio,312.55
2024-07-08,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-07-09,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-07-10,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-07-11,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-07-12,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-07-13,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-07-14,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-07-15,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-07-16,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-07-17,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-07-18,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-07-19,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-07-20,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-07-21,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-07-22,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-07-23,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-07-24,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-07-25,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-07-26,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-07-27,BoseQC45,21,329,2024-04-01,Maturity,Audio,345.45
2024-07-28,BoseQC45,20,329,2024-04-01,Maturity,Audio,345.45
2024-07-29,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-07-30,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-07-31,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-08-01,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-08-02,BoseQC45,21,329,2024-04-01,Maturity,Audio,312.55
2024-08-03,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-08-04,BoseQC45,22,329,2024-04-01,Maturity,Audio,329
2024-08-05,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-08-06,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-08-07,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-08-08,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-08-09,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-08-10,BoseQC45,19,329,2024-04-01,Maturity,Audio,312.55
2024-08-11,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-08-12,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-08-13,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-08-14,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-08-15,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-08-16,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-08-17,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-08-18,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-08-19,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-08-20,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-08-21,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-08-22,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-08-23,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-08-24,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-08-25,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-08-26,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-08-27,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-08-28,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-08-29,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-08-30,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-08-31,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-09-01,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-09-02,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-09-03,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-09-04,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-09-05,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2024-09-06,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-09-07,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-09-08,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-09-09,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-09-10,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-09-11,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-09-12,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-09-13,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-09-14,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-09-15,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-09-16,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2024-09-17,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-09-18,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-09-19,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-09-20,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-09-21,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-09-22,BoseQC45,21,329,2024-04-01,Maturity,Audio,329
2024-09-23,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-09-24,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-09-25,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-09-26,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-09-27,BoseQC45,21,329,2024-04-01,Maturity,Audio,312.55
2024-09-28,BoseQC45,22,329,2024-04-01,Maturity,Audio,329
2024-09-29,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-09-30,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-10-01,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-10-02,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-10-03,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2024-10-04,BoseQC45,20,329,2024-04-01,Maturity,Audio,345.45
2024-10-05,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-10-06,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-10-07,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-10-08,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-10-09,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-10-10,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-10-11,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-10-12,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-10-13,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-10-14,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-10-15,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-10-16,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-10-17,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-10-18,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-10-19,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-10-20,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-10-21,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-10-22,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-10-23,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-10-24,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-10-25,BoseQC45,20,329,2024-04-01,Maturity,Audio,345.45
2024-10-26,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-10-27,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-10-28,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-10-29,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-10-30,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-10-31,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-11-01,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-11-02,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-11-03,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-11-04,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-11-05,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2024-11-06,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-11-07,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-11-08,BoseQC45,20,329,2024-04-01,Maturity,Audio,345.45
2024-11-09,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-11-10,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2024-11-11,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-11-12,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-11-13,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-11-14,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-11-15,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2024-11-16,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-11-17,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-11-18,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-11-19,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-11-20,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2024-11-21,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-11-22,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-11-23,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-11-24,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-11-25,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-11-26,BoseQC45,14,329,2024-04-01,Maturity,Audio,345.45
2024-11-27,BoseQC45,14,329,2024-04-01,Maturity,Audio,312.55
2024-11-28,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-11-29,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-11-30,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-12-01,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-12-02,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2024-12-03,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-12-04,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-12-05,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-12-06,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-12-07,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-12-08,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-12-09,BoseQC45,15,329,2024-04-01,Maturity,Audio,345.45
2024-12-10,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-12-11,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2024-12-12,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-12-13,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2024-12-14,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2024-12-15,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2024-12-16,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2024-12-17,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2024-12-18,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2024-12-19,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2024-12-20,BoseQC45,27,329,2024-04-01,Maturity,Audio,312.55
2024-12-21,BoseQC45,27,329,2024-04-01,Maturity,Audio,329
2024-12-22,BoseQC45,24,329,2024-04-01,Maturity,Audio,329
2024-12-23,BoseQC45,23,329,2024-04-01,Maturity,Audio,329
2024-12-24,BoseQC45,22,329,2024-04-01,Maturity,Audio,329
2024-12-25,BoseQC45,26,329,2024-04-01,Maturity,Audio,329
2024-12-26,BoseQC45,23,329,2024-04-01,Maturity,Audio,312.55
2024-12-27,BoseQC45,28,329,2024-04-01,Maturity,Audio,329
2024-12-28,BoseQC45,30,329,2024-04-01,Maturity,Audio,345.45
2024-12-29,BoseQC45,30,329,2024-04-01,Maturity,Audio,345.45
2024-12-30,BoseQC45,25,329,2024-04-01,Maturity,Audio,329
2024-12-31,BoseQC45,23,329,2024-04-01,Maturity,Audio,329
2025-01-01,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-01-02,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2025-01-03,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-01-04,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-05,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-06,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-01-07,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-01-08,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-01-09,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-01-10,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-11,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-12,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-01-13,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-14,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-01-15,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-01-16,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2025-01-17,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2025-01-18,BoseQC45,20,329,2024-04-01,Maturity,Audio,329
2025-01-19,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-20,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-01-21,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2025-01-22,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2025-01-23,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-01-24,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2025-01-25,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2025-01-26,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-01-27,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-01-28,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-01-29,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-01-30,BoseQC45,14,329,2024-04-01,Maturity,Audio,329
2025-01-31,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-02-01,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-02-02,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-02-03,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2025-02-04,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-02-05,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-02-06,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-02-07,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-02-08,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-02-09,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2025-02-10,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-02-11,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-02-12,BoseQC45,15,329,2024-04-01,Maturity,Audio,345.45
2025-02-13,BoseQC45,16,329,2024-04-01,Maturity,Audio,345.45
2025-02-14,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2025-02-15,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-02-16,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-02-17,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-02-18,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-02-19,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-02-20,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-02-21,BoseQC45,17,329,2024-04-01,Maturity,Audio,312.55
2025-02-22,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-02-23,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-02-24,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-02-25,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-02-26,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-02-27,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-02-28,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-03-01,BoseQC45,17,329,2024-04-01,Maturity,Audio,345.45
2025-03-02,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-03-03,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-03-04,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-03-05,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-03-06,BoseQC45,15,329,2024-04-01,Maturity,Audio,312.55
2025-03-07,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2025-03-08,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2025-03-09,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-03-10,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-03-11,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-03-12,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-03-13,BoseQC45,15,329,2024-04-01,Maturity,Audio,345.45
2025-03-14,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-03-15,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2025-03-16,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-03-17,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-03-18,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-03-19,BoseQC45,17,329,2024-04-01,Maturity,Audio,329
2025-03-20,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-03-21,BoseQC45,18,329,2024-04-01,Maturity,Audio,345.45
2025-03-22,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2025-03-23,BoseQC45,19,329,2024-04-01,Maturity,Audio,329
2025-03-24,BoseQC45,16,329,2024-04-01,Maturity,Audio,312.55
2025-03-25,BoseQC45,19,329,2024-04-01,Maturity,Audio,345.45
2025-03-26,BoseQC45,20,329,2024-04-01,Maturity,Audio,312.55
2025-03-27,BoseQC45,15,329,2024-04-01,Maturity,Audio,329
2025-03-28,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-03-29,BoseQC45,18,329,2024-04-01,Maturity,Audio,312.55
2025-03-30,BoseQC45,18,329,2024-04-01,Maturity,Audio,329
2025-03-31,BoseQC45,16,329,2024-04-01,Maturity,Audio,329
2024-01-01,JBLFlip7,0,129,2024-03-01,Maturity,Audio,129
2024-01-02,JBLFlip7,0,129,2024-03-01,Maturity,Audio,129
2024-01-03,JBLFlip7,0,129,2024-03-01,Maturity,Audio,122.55
2024-01-04,JBLFlip7,0,129,2024-03-01,Maturity,Audio,122.55
2024-01-05,JBLFlip7,0,129,2024-03-01,Maturity,Audio,129
2024-01-06,JBLFlip7,0,129,2024-03-01,Maturity,Audio,129
2024-01-07,JBLFlip7,0,129,2024-03-01,Maturity,Audio,122.55
2024-01-08,JBLFlip7,0,129,2024-03-01,Maturity,Audio,135.45
2024-01-09,JBLFlip7,0,129,2024-03-01,Maturity,Audio,129
